C1_R,C1_L,C2_R,C2_L,C3_R,C3_L,C4_R,C4_L,C5_R,C5_L,C6_R,C6_L,C7_R,C7_L,C8_R,C8_L,T1_R,T1_L,T2_R,T2_L,T3_R,T3_L,T4_R,T4_L,T5_R,T5_L,T6_R,T6_L,T7_R,T7_L,T8_R,T8_L,T9_R,T9_L,T10_R,T10_L,T11_R,T11_L,T12_R,T12_L,T13_R,T13_L,L1_R,L1_L,L2_R,L2_L,L3_R,L3_L,L4_R,L4_L,L5_R,L5_L,L6_R,L6_L,S1_R,S1_L,S2_R,S2_L,S3_R,S3_L,S4_R,S4_L,Co1_R,Co1_L,Co2_R,Co2_L,Co3_R,Co3_L,Region_R,Region_L,Region_Total,Region_ID,Region_Acronym,Region_Name,Parent_ID,Parent_Acronym
0,0,0,0,0,0,0.260666667,0.068666667,0.162333333,0.005666667,0.441333333,0.059333333,0.145,0.033333333,0.095,0.050333333,0.005,0.342666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186333333,0.079333333,0.133333333,11,6Sp,Lamina 6,90,DH
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0.329,0.134666667,0.075333333,0.106333333,0.12,0.805333333,0.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335666667,0.185,0.267333333,12,6SpL,Lamina 6 Lateral part,90,DH
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035666667,0.074333333,0.020333333,0.014333333,0.087,0.017666667,0.318333333,0.124333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116333333,0.06,0.088,13,6SpM,Lamina 6 Medial part,90,DH
0.028666667,0.054666667,0.042,0.055333333,0.079333333,0.161,0.034666667,0.619666667,0.222333333,0.428333333,0.127666667,0.277666667,0.121333333,0.010333333,0.054666667,0.055666667,0,0.054666667,0.096333333,0.123333333,0.066333333,0.162666667,0.296333333,0.339666667,0.124333333,0.589,0.099,0.073666667,0.062333333,0.168666667,0.026333333,0.237333333,0.371333333,0.314,0.108,0.078,0.329,0.715,0.696333333,0.308333333,0.431,0.221666667,0.704666667,0.361333333,1.321,1.849,0.467,0.334,0.296,0.067333333,0.152,0.142333333,1.582666667,0.861333333,2.392666667,1.687666667,0.064,0.151333333,0,0,0,0,0,0,0,0,0,0,0.369666667,0.358666667,0.364333333,14,10Sp,Lamina 10,100,C
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.065666667,0.121,0.759333333,0.412333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169666667,0.114333333,0.142,15,LDCom,Lumbar dorsal commissural ,100,C
0,0.175333333,0,0,0.477,2.307333333,1.667333333,0.706333333,1.256333333,1.002666667,0.479666667,0.611,0,0.310666667,0.292,0.049,0,0,0,0.117,0.062666667,0.056,0.068,0.255,0.205,2.308666667,0.566,1.059333333,0.68,1.627,0,0.978666667,0.467666667,0.968,1.51,1.838333333,0.264666667,3.239666667,0.910333333,0.650666667,0.555,0.245666667,0.322666667,0.559333333,1.348333333,2.461333333,1.143333333,1.001333333,0.575333333,0.213,0.419333333,0.312333333,2.382,0.861333333,8.228,3.471666667,0.107,0.318333333,0,0,0,0,0,0,0,0,0,0,0.66,0.882666667,0.771333333,16,CC,Central Canal,100,C
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135666667,0.044333333,0.392333333,0.170333333,0.057333333,0.07,0,0,0,0,0,0,0,0,0,0,0.242,0.119333333,0.181333333,17,SDCom,Sacral dorsal commissural nucleu,100,C
0.005333333,0.011333333,0.059666667,0.035333333,0.174666667,0.049333333,0.609,0.152666667,2.038333333,0.628333333,3.181666667,1.065666667,2.470666667,1.404,1.556,1.378333333,0.308333333,0.417,0.318666667,0.496666667,0.17,0.155666667,0.077,0.053666667,0.192333333,0.111,0.138333333,0.121,0.145333333,0.150333333,0.178333333,0.059,0.037666667,0.167,0.142666667,0.053666667,0.089,0.050666667,0.086333333,0.168666667,0.084666667,0.092666667,0.044666667,0.06,0.323,0.360333333,0.420666667,0.306333333,1.086333333,0.890666667,1.687333333,0.991,2.930333333,1.765333333,1.996333333,0.930666667,0.326333333,0.277333333,0,0,0,0,0,0,0,0,0,0,0.980333333,0.601666667,0.789666667,18,7Sp,Lamina 7,110,VH
0,0,0,0,0.029666667,0,0.024666667,0.017333333,0.016666667,0.022333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014666667,0.008333333,0.011666667,19,CeCv,Central cervical nucleus,110,VH
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026666667,0.249666667,0.174333333,1.651,0.584666667,0.101,0.267333333,0.127333333,0.264666667,0.355666667,0.463,0.519666667,0.09,0.158333333,0.199666667,0.442,0.213666667,0.18,0.512,0.03,0.008333333,0.004333333,0.101333333,0.004,0.574666667,0.035333333,0,0,0,0,0,0,0,0,0,0,2.289,0.508666667,0.564333333,0.246,0,0,0,0,0,0,0,0,0,0,0.299666667,0.318333333,0.309333333,20,ICl,Intercalated nucleus,110,VH
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066333333,1.770666667,1.298333333,3.583666667,0.683333333,1.219333333,0.754,0.545666667,0.228,0,0.44,0.009,0.278333333,1.11,0.191,0.777666667,0.586,0.931666667,0.312333333,0.590666667,0.411666667,0.407333333,0,0,0,0,1.206333333,0.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563333333,1.046666667,0.808,21,IML,Intermediolateral column,110,VH
0,0,0,0,0.438666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091666667,0,0.042666667,224,IMM4,Intermediomedial column lamina 4,22,IMM
0,0,0.028666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006666667,0,0.003333333,225,IMM5,Intermediomedial column lamina 5,22,IMM
0,0,0,0,0,0,0,0,0,0,0.088666667,0.856,0,0,0.035333333,0.013333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035666667,0.142,0.087,226,IMM6,Intermediomedial column lamina 6,22,IMM
0,0,0,0,0,0,0,0,0,0,0,0.234666667,0,0,0,0,0,0.229333333,0,0,0,1.945666667,0.038333333,1.071,0.096333333,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0.485666667,0.201,0.027333333,0.026,0.958,0.166333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0.194,0.161666667,227,IMM7,Intermediomedial column lamina 7,22,IMM
0,0,0,0,0,0,0,0,0,0,0.154,0.680333333,0,0,0,0,0,0,0,0.225,0,1.050666667,0,0.190333333,0,0,0.096333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505,0.641,0.155333333,0,0.656333333,0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0.209,0.149333333,228,IMM10,Intermediomedial column lamina 10,22,IMM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502333333,0.028333333,0.023,0.054333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190666667,0.031666667,0.108666667,23,LPrCb,Lumbar precerebellar nucleus,110,VH
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.307,0.828333333,0.361666667,0.222,0,0,0,0,0,0,0,0,0,0,2.281333333,0.628,1.462666667,24,SPrCb,Sacral precerebellar nucleus,110,VH
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.896666667,1.713333333,0.508666667,0.691333333,0,0,0,0,0,0,0,0,0,0,2.825333333,1.334333333,2.083666667,25,SPSy,Sacral parasympathetic nucleus,110,VH
0.016666667,0.032666667,0.470666667,0.509,0.994333333,0.746333333,0.916333333,0.304666667,1.31,0.387666667,1.602333333,0.461666667,0.908666667,1.261,0.096,0.141666667,0.345666667,0.309666667,0.234,0.083666667,1.098333333,0.566333333,0.948,0.431,2.124666667,0.272333333,2.148666667,1.600333333,1.589333333,1.291,0.590333333,0.157666667,0.643333333,0.791,0.423333333,0.932,0.750666667,0.782666667,0.982333333,0.922333333,0.144333333,0.296,0.298,0.294,0.371333333,0.553666667,0.965333333,0.937,0.762666667,0.445333333,1.796333333,1.126,2.722666667,2.121333333,2.289333333,0.348666667,0.006666667,0,0,0,0,0,0,0,0,0,0,0,1.028333333,0.718666667,0.871333333,26,8Sp,Lamina 8,110,VH
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9Sp,Lamina 9,110,VH
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,0.326333333,2.307333333,3.137666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.599,2.212,1.957666667,28,Ad9,Adductor motorneurons of lamina 9,120,MN
0,0.251666667,0.284333333,0.704333333,2.321333333,0.825333333,0.475666667,0,0.912666667,0.249333333,0.648333333,0.011666667,0.118333333,0.088333333,0.244666667,0.467333333,0.030333333,0.106,0.843666667,0.28,3.618333333,0.435666667,0.687666667,1.536,1.372666667,0.56,0.443,0.188,1.177333333,0.322666667,0.808,0.260333333,2.002,0.470666667,0.045333333,1.59,0.739,2.575,0.575333333,1.404,0.991,2.351333333,0.706,0.375,0.032,0.061,0.118333333,0.057333333,1.272333333,0.854666667,0.998,0.353333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.930666667,0.575666667,0.752,29,Ax9,Axial muscle motorneurons of lamina 9,120,MN
0,0,0,0,0,0,0,0,4.279333333,1.834333333,5.589666667,1.667666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.061666667,1.740666667,3.401666667,30,Bi9,Biceps motorneurons of lamina 9,120,MN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.068666667,1.023333333,1.973,1.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.349666667,1.100666667,1.206666667,31,CEx9,Crural extensor motoneurons of lamina 9,120,MN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.498333333,2.144666667,5.143,3.363666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.853,2.779666667,3.284333333,32,CFl9,Crural flexor motoneurons of lamina 9,120,MN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455,0.979,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245666667,0.503666667,0.381666667,33,Cr9,Cremaster motoneurons of lamina 9,120,MN
0,0,0,0,0,0,0,0,4.557333333,3.555333333,1.713666667,1.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.151,2.527666667,2.852,34,De9,Deltoid motoneurons of lamina 9,120,MN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.565666667,0.68,4.488,0.078666667,0,0,0,0,0,0,0,0,0,0,0,0,2.681,0.375333333,1.482,35,ExA9,External anal sphincter motoneurons of lamina 9,120,MN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.181666667,2.291666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.181666667,2.291666667,2.236666667,36,ExU9,External urethral sphincter motoneurons of lamina 9,120,MN
0,0,0,0,0,0,0,0,0,0,0,0,4.849333333,1.152333333,1.857666667,3.939333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.674666667,3.173333333,2.967333333,37,FEx9,Forearm extensor motorneurons of lamina 9,120,MN
0,0,0,0,0,0,0,0,0,0,0,0,11.14333333,3.764666667,5.263,4.638666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.788666667,4.417333333,5.634666667,38,FFl9,Forearm flexor motoneurons of lamina 9,120,MN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831,1.337333333,1.509,0.922,7.075333333,6.149666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.966333333,2.65,2.823666667,39,Gl9,Gluteal motoneurons of lamina 9,120,MN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.288,3.059333333,4.671333333,2.772,6.836333333,5.347333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.217333333,3.691333333,4.395,40,Hm9,Hamstring motoneurons of lamina 9,120,MN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.115333333,0.577666667,0.582666667,1.310333333,1.128,1.684666667,0.410333333,0.404333333,0.597666667,1.06,2.357666667,1.753,0.583,1.718,2.553333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.179,0.900333333,1.036666667,41,ICo9,Intercostal muscle motoneurons of lamina 9,120,MN
0.064,0.013666667,1.002666667,0.214333333,1.384666667,0.036666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.188666667,0.103333333,0.688333333,42,IH9,Infrahyoid muscle motoneurons of lamina 9,120,MN
0,0,0,0,0,0,0,0,0,0,0,0,8.455333333,5.884333333,2.461,6.252333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.928666667,6.097666667,5.524,43,LD9,Latissimus dorsi motoneurons of lamina 9,120,MN
0,0,0,0,0,0,3.911333333,0.057333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.911333333,0.057333333,2.015333333,44,LS9,Levator scapulae motoneurons of lamina 9,120,MN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.392,3.042,2.792,2.498333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.018333333,2.912,3.469666667,45,Man9,Manus motoneurons of lamina 9,120,MN
0,0,0,0,0,0,0,0,0,0,0,0,2.922,1.653,2.103,2.078333333,0.773333333,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.096,1.704666667,1.931,46,Pec9,Pectoral muscle motoneurons of lamina 9,120,MN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.983333333,4.099666667,6.157,0.584666667,0,0,0,0,0,0,0,0,0,0,0,0,5.731333333,3.694666667,4.670333333,47,Pes9,Pes motoneurons of lamina 9,120,MN
0,0,0,0,0.707666667,2.454666667,4.070666667,1.021666667,3.481666667,1.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.224666667,1.453666667,2.39,48,Ph9,Phrenic motoneurons of lamina 9,120,MN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.258333333,1.164,1.454666667,0.253666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.393333333,0.521333333,0.948333333,49,Ps9,Psoas motoneurons of lamina 9,120,MN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101666667,0.139666667,1.033333333,1.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,0.785333333,0.742666667,50,Q9,Quadriceps motoneurons of lamina 9,120,MN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0.256,0.196666667,51,QL9,Quadratus lumborum motoneurons of lamina 9,120,MN
0,0,0,0,0,0,1.787,0.149333333,1.145333333,1.259666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.246666667,1.084333333,1.216333333,52,Rh9,Rhomboid muscle motoneurons of lamina 9,120,MN
0,0,0,0,0,0,0,0,7.470666667,3.464666667,8.436,3.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.028666667,3.385333333,5.681666667,53,SI9,Supraspinatus and infraspinatus motoneurons of lamina 9,120,MN
0,0.209333333,0,0.187333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0.106,54,SM9,Sternomastoid motoneurons of lamina 9,120,MN
