C1_R,C1_L,C2_R,C2_L,C3_R,C3_L,C4_R,C4_L,C5_R,C5_L,C6_R,C6_L,C7_R,C7_L,C8_R,C8_L,T1_R,T1_L,T2_R,T2_L,T3_R,T3_L,T4_R,T4_L,T5_R,T5_L,T6_R,T6_L,T7_R,T7_L,T8_R,T8_L,T9_R,T9_L,T10_R,T10_L,T11_R,T11_L,T12_R,T12_L,T13_R,T13_L,L1_R,L1_L,L2_R,L2_L,L3_R,L3_L,L4_R,L4_L,L5_R,L5_L,L6_R,L6_L,S1_R,S1_L,S2_R,S2_L,S3_R,S3_L,S4_R,S4_L,Co1_R,Co1_L,Co2_R,Co2_L,Co3_R,Co3_L,Region_R,Region_L,Region_Total,Region_ID,Region_Acronym,Region_Name,Parent_ID,Parent_Acronym
0.000,0.000,0.000,0.000,0.000,0.000,578.656,595.596,613.492,618.068,498.140,464.705,526.192,503.023,545.664,519.417,450.690,399.633,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,550.234,545.091,547.728,11,6Sp,Lamina 6,90,Lamina_VI
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,556.034,631.414,601.719,569.578,577.922,558.014,501.513,480.603,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,565.465,563.787,564.551,12,6SpL,Lamina 6 Lateral part,90,Lamina_VI
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,570.141,578.127,623.278,573.377,596.821,603.237,528.597,530.882,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,588.916,589.687,589.322,13,6SpM,Lamina 6 Medial part,90,Lamina_VI
702.480,729.970,592.325,574.648,563.557,562.011,545.359,543.658,534.141,531.941,522.387,519.151,567.092,550.680,555.513,531.342,593.491,582.847,540.145,541.354,623.839,598.144,599.416,605.842,627.500,628.706,591.455,583.332,533.309,532.354,593.578,586.631,526.930,507.707,531.370,518.893,584.007,612.684,515.398,531.317,576.717,576.901,632.240,627.501,560.208,596.268,578.876,573.524,610.198,609.282,571.271,559.665,573.408,591.008,538.336,559.111,347.400,361.989,0,0,0,0,0,0,0,0,0,0,566.700,565.407,566.052,14,10Sp,Lamina 10,100,Lamina_X
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,479.785,466.777,624.652,595.287,509.633,510.514,616.637,621.037,482.983,460.858,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,564.945,555.167,560.000,15,LDCom,Lumbar dorsal commissural ,100,Lamina_VII
674.260,708.864,582.613,578.953,563.556,562.882,565.287,618.708,637.573,646.939,525.848,617.586,640.378,586.360,559.939,585.815,631.796,652.234,613.179,555.656,609.326,717.799,643.956,589.984,639.850,629.065,539.447,688.550,622.858,617.943,558.362,790.789,572.658,644.813,489.303,665.888,550.467,684.130,623.699,705.683,651.347,648.646,572.590,625.836,531.955,581.336,595.438,620.785,569.608,595.099,532.687,569.255,579.807,590.354,517.296,514.125,345.809,352.256,0,0,0,0,0,0,0,0,0,0,581.070,619.132,600.169,16,CC,Central Canal,100,Lamina_X
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,723.280,744.215,564.425,551.121,311.808,283.658,0,0,0,0,0,0,0,0,0,0,603.525,598.858,601.161,17,SDCom,Sacral dorsal commissural nucleu,100,Lamina_V
555.996,687.793,567.265,579.893,549.029,564.368,541.954,576.219,561.160,541.872,498.963,487.045,517.647,504.112,527.592,512.370,619.149,544.227,551.413,532.157,604.498,612.545,601.854,612.015,555.511,560.729,566.485,573.739,552.613,556.299,572.227,577.886,540.920,557.635,518.882,538.215,593.238,644.634,496.991,534.475,579.482,561.767,578.562,590.830,517.374,559.598,515.060,525.240,567.174,571.955,565.595,561.699,570.962,570.009,518.703,514.230,465.284,349.793,0,0,0,0,0,0,0,0,0,0,550.327,552.003,551.173,18,7Sp,Lamina 7,110,Lamina_VII
724.962,785.330,581.893,564.180,533.728,510.481,586.631,582.611,498.005,506.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,568.460,568.958,568.705,19,CeCv,Central cervical nucleus,110,Lamina_V
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,534.467,523.285,597.838,591.236,622.906,628.540,573.274,581.294,549.799,564.011,606.560,641.485,592.439,604.611,536.909,547.463,516.214,541.218,595.772,636.141,512.150,565.604,628.476,612.961,505.676,445.393,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,621.621,656.574,372.131,304.832,0,0,0,0,0,0,0,0,0,0,567.883,574.559,571.285,20,ICl,Intercalated nucleus,110,Lamina_VII
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,560.152,580.030,506.292,510.830,534.962,547.365,535.743,535.085,488.204,531.167,507.709,537.003,477.134,496.454,500.478,515.407,459.297,497.057,463.236,490.645,519.967,561.070,416.407,427.738,483.806,464.113,470.772,379.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,502.391,517.711,510.098,21,IML,Intermediolateral column,110,Lamina_VII
533.384,530.631,0.000,0.000,346.210,337.365,0.000,0.000,445.911,470.299,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,549.440,589.069,570.022,224,IMM4,Intermediomedial column lamina 4,22,Lamina_IV
0.000,0.000,559.356,525.192,641.762,649.068,507.207,517.789,454.894,472.997,0.000,0.000,444.628,443.509,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,560.315,565.860,563.047,225,IMM5,Intermediomedial column lamina 5,22,Lamina_V
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,572.259,598.763,583.805,583.803,498.775,479.651,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,552.691,547.760,550.261,226,IMM6,Intermediomedial column lamina 6,22,Lamina_VI
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,470.663,455.339,0.000,0.000,0.000,0.000,569.799,544.128,540.635,552.528,729.423,737.700,641.926,633.252,536.331,530.146,990.147,1062.906,553.471,569.706,618.254,623.050,541.630,558.888,554.895,538.121,673.856,696.875,523.975,548.128,626.118,607.238,588.369,594.228,520.107,565.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,589.337,595.437,592.414,227,IMM7,Intermediomedial column lamina 7,22,Lamina_VII
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,480.853,429.411,0.000,0.000,480.948,491.320,0.000,0.000,593.217,569.844,632.415,647.788,562.158,550.551,1073.149,1277.423,492.578,486.894,705.167,718.577,653.837,597.064,515.085,510.443,530.488,552.749,565.127,509.045,578.609,663.382,660.139,698.687,623.860,603.556,518.501,526.233,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,585.677,576.928,581.370,228,IMM10,Intermediomedial column lamina 10,22,Lamina_X
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,621.877,630.982,530.256,570.734,540.513,455.172,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,572.702,567.665,570.052,23,LPrCb,Lumbar precerebellar nucleus,110,Lamina_VII
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,510.114,539.284,468.206,357.873,0,0,0,0,0,0,0,0,0,0,523.737,555.016,540.540,24,SPrCb,Sacral precerebellar nucleus,110,Lamina_VII
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,495.997,532.728,373.878,285.879,0,0,0,0,0,0,0,0,0,0,500.491,544.832,524.589,25,SPSy,Sacral parasympathetic nucleus,110,Lamina_VII
451.556,611.078,498.614,514.104,497.295,531.133,541.263,536.699,575.111,518.024,510.844,500.048,523.844,523.366,557.288,533.098,539.642,541.073,570.765,523.999,613.430,625.233,588.524,616.630,525.665,525.714,569.593,548.170,538.171,549.193,563.017,546.610,529.196,564.280,528.158,543.098,567.246,583.291,469.731,516.527,553.450,545.182,552.473,566.431,498.453,555.376,547.605,538.825,547.124,553.927,578.778,596.552,560.336,583.601,529.582,512.136,905.903,430.110,0,0,0,0,0,0,0,0,0,0,545.631,548.681,547.157,26,8Sp,Lamina 8,110,Lamina_VIII
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,444.440,554.490,474.427,505.562,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,519.438,524.641,521.808,28,Ad9,Adductor motorneurons of lamina 9,120,LMC
486.491,559.956,509.853,538.289,508.349,499.709,447.450,468.922,558.960,518.119,435.060,455.410,604.533,591.112,490.461,491.665,588.266,510.461,520.914,506.355,614.440,629.356,560.964,564.694,568.592,512.510,542.085,485.463,527.808,479.735,506.014,490.495,453.036,435.383,452.465,438.599,550.024,490.003,422.755,444.810,517.918,538.321,500.525,550.604,594.812,578.152,565.874,572.169,502.414,533.539,555.412,567.428,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,530.168,521.433,525.807,29,Ax9,Axial muscle motorneurons of lamina 9,120,MMC
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,503.080,531.727,423.903,324.424,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,484.919,454.995,469.960,30,Bi9,Biceps motorneurons of lamina 9,120,LMC
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,482.316,520.596,623.505,481.267,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,527.057,534.317,530.634,31,CEx9,Crural extensor motoneurons of lamina 9,120,LMC
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,548.453,570.183,553.556,498.481,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,555.799,555.247,555.520,32,CFl9,Crural flexor motoneurons of lamina 9,120,LMC
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,540.177,650.379,586.678,558.925,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,564.151,607.056,585.838,33,Cr9,Cremaster motoneurons of lamina 9,120,MMC
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,485.369,464.559,334.401,445.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,480.841,486.643,484.029,34,De9,Deltoid motoneurons of lamina 9,120,LMC
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,547.386,603.539,502.873,547.303,0.000,0.000,0,0,0,0,0,0,0,0,0,0,553.813,577.262,565.111,35,ExA9,External anal sphincter motoneurons of lamina 9,120,MMC
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,524.178,587.589,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,584.389,588.390,586.273,36,ExU9,External urethral sphincter motoneurons of lamina 9,120,MMC
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,492.924,489.975,468.482,450.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,501.239,506.721,503.858,37,FEx9,Forearm extensor motorneurons of lamina 9,120,LMC
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,521.602,527.914,487.574,467.345,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,520.951,518.485,519.754,38,FFl9,Forearm flexor motoneurons of lamina 9,120,LMC
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,372.562,498.998,510.386,461.891,576.943,512.306,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,506.242,487.619,497.301,39,Gl9,Gluteal motoneurons of lamina 9,120,LMC
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,460.871,569.960,551.065,548.232,595.094,589.256,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,551.190,570.704,560.499,40,Hm9,Hamstring motoneurons of lamina 9,120,LMC
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,510.118,501.916,590.854,639.477,525.507,581.807,528.971,531.709,532.467,552.648,519.417,552.211,556.066,544.404,497.310,482.521,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,528.643,542.002,535.301,41,ICo9,Intercostal muscle motoneurons of lamina 9,120,HMC
