C1_R,C1_L,C2_R,C2_L,C3_R,C3_L,C4_R,C4_L,C5_R,C5_L,C6_R,C6_L,C7_R,C7_L,C8_R,C8_L,T1_R,T1_L,T2_R,T2_L,T3_R,T3_L,T4_R,T4_L,T5_R,T5_L,T6_R,T6_L,T7_R,T7_L,T8_R,T8_L,T9_R,T9_L,T10_R,T10_L,T11_R,T11_L,T12_R,T12_L,T13_R,T13_L,L1_R,L1_L,L2_R,L2_L,L3_R,L3_L,L4_R,L4_L,L5_R,L5_L,L6_R,L6_L,S1_R,S1_L,S2_R,S2_L,S3_R,S3_L,S4_R,S4_L,Co1_R,Co1_L,Co2_R,Co2_L,Co3_R,Co3_L,Region_R,Region_L,Region_Total,Region_ID,Region_Acronym,Region_Name,Parent_ID,Parent_Acronym
0.000,0.000,0.000,0.000,0.000,0.000,0.023,0.715,0.047,0.942,0.138,1.302,0.127,1.372,0.093,0.651,0.046,0.871,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.084,0.954,0.542,11,6Sp,Lamina 6,90,DH
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.106,0.238,0.049,0.322,0.057,0.502,0.035,0.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.057,0.419,0.218,12,6SpL,Lamina 6 Lateral part,90,DH
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.064,0.310,0.083,0.697,0.215,0.233,0.165,0.746,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.127,0.507,0.300,13,6SpM,Lamina 6 Medial part,90,DH
0.094,0.669,0.143,0.947,0.037,0.549,0.207,1.000,0.114,0.675,0.163,0.504,0.285,0.584,0.159,0.670,0.156,0.305,0.077,0.397,0.333,0.449,0.186,0.882,0.164,0.744,0.896,3.111,1.167,1.660,2.301,1.440,1.103,1.332,0.327,0.358,0.146,0.318,0.637,0.261,0.059,0.138,0.154,0.362,0.133,0.337,0.080,0.435,0.152,0.335,0.203,0.428,0.286,0.368,0.120,0.446,0.268,0.304,0.199,0.156,0.000,0.000,0,0,0,0,0,0,0.323,0.683,0.504,14,10Sp,Lamina 10,100,C
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.398,1.547,0.359,2.346,0.252,3.034,0.468,1.069,0.442,0.263,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.379,1.656,1.031,15,LDCom,Lumbar dorsal commissural ,100,C
0.000,0.000,0.000,0.247,0.000,0.407,0.475,0.257,0.000,0.000,0.377,0.189,0.000,0.194,0.818,0.277,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.601,0.401,0.304,0.795,0.199,0.409,0.163,0.139,0.449,0.000,0.272,0.213,0.000,0.115,0.226,0.000,0.000,0.000,0.000,0.000,0.000,0.251,0.746,0.147,0.212,0.000,0.733,0.000,0.659,0.000,0.126,0.376,0.000,0.000,0,0,0,0,0,0,0.215,0.163,0.189,16,CC,Central Canal,100,C
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.266,1.263,0.166,0.232,0.174,0.200,0.048,0.072,0.000,0.000,0,0,0,0,0,0,0.178,0.469,0.321,17,SDCom,Sacral dorsal commissural nucleu,100,C
0.235,0.600,0.230,0.629,0.147,0.421,0.135,0.515,0.139,0.423,0.171,0.581,0.120,0.526,0.088,0.299,0.121,0.342,0.139,0.624,0.336,0.811,0.261,0.953,0.232,0.849,0.375,1.234,0.369,0.898,0.282,0.725,0.242,0.650,0.250,0.474,0.144,0.556,0.226,0.594,0.100,0.334,0.042,0.299,0.134,0.370,0.080,0.251,0.104,0.272,0.088,0.397,0.092,0.473,0.170,0.512,0.168,0.561,0.131,0.435,0.200,0.000,0,0,0,0,0,0,0.156,0.500,0.329,18,7Sp,Lamina 7,110,VH
0.053,1.296,0.166,0.656,0.048,1.249,0.026,1.362,0.042,0.786,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.078,0.991,0.551,19,CeCv,Central cervical nucleus,110,VH
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.117,0.530,0.157,0.948,0.305,1.401,0.144,0.800,0.146,1.679,0.510,0.939,0.289,0.857,0.224,0.461,0.117,0.384,0.125,0.485,0.111,0.379,0.101,0.163,0.207,0.355,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.577,0.132,0.634,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.177,0.663,0.428,20,ICl,Intercalated nucleus,110,VH
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.293,0.185,0.052,0.232,0.260,0.248,0.299,0.295,0.000,0.231,0.076,0.363,0.257,0.361,0.000,0.308,0.034,0.355,0.153,0.305,0.108,0.106,0.067,0.288,0.000,0.401,0.040,0.118,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.126,0.269,0.198,21,IML,Intermediolateral column,110,VH
0.104,7.707,0.000,0.000,0.000,1.029,0.000,0.000,0.000,0.535,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.060,4.390,2.413,224,IMM4,Intermediomedial column lamina 4,22,IMM
0.000,0.000,0.046,3.420,0.136,1.701,0.064,2.576,0.139,1.779,0.000,0.000,0.000,5.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.090,2.587,1.371,225,IMM5,Intermediomedial column lamina 5,22,IMM
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.574,0.086,2.941,0.072,1.719,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.062,1.980,1.010,226,IMM6,Intermediomedial column lamina 6,22,IMM
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,1.060,0.000,0.000,0.000,0.000,0.000,0.000,0.176,0.163,0.000,0.180,0.088,1.135,0.000,0.357,0.000,0.493,0.845,0.901,0.247,0.369,0.000,0.365,0.137,0.000,0.272,0.344,0.569,0.067,0.000,0.065,0.166,0.429,0.158,0.204,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.189,0.329,0.262,227,IMM7,Intermediomedial column lamina 7,22,IMM
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.133,0.836,0.000,0.000,0.000,0.733,0.000,0.000,0.000,0.135,0.128,2.008,0.000,0.325,0.000,2.299,0.652,0.522,0.358,0.000,0.582,0.143,0.427,0.731,0.000,0.000,0.000,0.606,0.000,0.000,0.000,0.000,0.000,0.360,0.357,0.147,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.242,0.564,0.404,228,IMM10,Intermediomedial column lamina 10,22,IMM
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.204,0.410,0.412,0.177,0.356,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.243,0.330,0.290,23,LPrCb,Lumbar precerebellar nucleus,110,VH
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.189,0.808,0.289,1.004,0.154,0.531,0.000,0.000,0,0,0,0,0,0,0.213,0.819,0.524,24,SPrCb,Sacral precerebellar nucleus,110,VH
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.175,0.464,0.135,0.377,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.156,0.420,0.285,25,SPSy,Sacral parasympathetic nucleus,110,VH
0.187,0.533,0.066,0.335,0.092,0.212,0.055,0.368,0.149,0.393,0.148,0.300,0.237,0.354,0.120,0.246,0.093,0.123,0.195,0.169,0.310,0.570,0.125,0.362,0.060,0.315,0.084,0.291,0.079,0.482,0.202,0.474,0.314,0.608,0.198,0.466,0.111,0.565,0.076,0.450,0.093,0.395,0.074,0.203,0.032,0.257,0.046,0.252,0.048,0.301,0.120,0.358,0.066,0.347,0.064,0.324,0.156,0.354,0.138,0.304,0.000,0.000,0,0,0,0,0,0,0.112,0.339,0.229,26,8Sp,Lamina 8,110,VH
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.286,0.000,0.164,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.207,0.120,28,Ad9,Adductor motorneurons of lamina 9,120,MN
0.000,0.855,0.125,0.237,0.264,0.327,0.000,0.000,0.061,0.045,0.055,0.136,0.097,0.342,0.030,0.141,0.000,0.000,0.032,0.098,0.083,0.212,0.000,0.165,0.062,0.535,0.017,0.231,0.152,0.323,0.000,0.368,0.101,0.387,0.047,0.479,0.000,0.188,0.000,0.053,0.000,0.048,0.000,0.012,0.215,0.318,0.030,0.256,0.000,0.081,0.000,0.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.050,0.196,0.124,29,Ax9,Axial muscle motorneurons of lamina 9,120,MN
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.185,0.018,0.201,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.014,0.195,0.103,30,Bi9,Biceps motorneurons of lamina 9,120,MN
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.295,0.000,0.495,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.358,0.187,31,CEx9,Crural extensor motoneurons of lamina 9,120,MN
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.040,0.549,0.000,0.470,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.019,0.506,0.270,32,CFl9,Crural flexor motoneurons of lamina 9,120,MN
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.270,0.000,0.303,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.285,0.173,33,Cr9,Cremaster motoneurons of lamina 9,120,MN
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.000,0.061,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.055,0.026,34,De9,Deltoid motoneurons of lamina 9,120,MN
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.097,0.439,0.055,0.163,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.074,0.281,0.183,35,ExA9,External anal sphincter motoneurons of lamina 9,120,MN
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.021,0.187,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.021,0.187,0.108,36,ExU9,External urethral sphincter motoneurons of lamina 9,120,MN
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.089,0.466,0.065,0.184,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.072,0.271,0.171,37,FEx9,Forearm extensor motorneurons of lamina 9,120,MN
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.117,0.307,0.081,0.218,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.091,0.245,0.162,38,FFl9,Forearm flexor motoneurons of lamina 9,120,MN
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.000,0.017,0.010,39,Gl9,Gluteal motoneurons of lamina 9,120,MN
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.098,0.000,0.018,0.027,0.224,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.011,0.111,0.067,40,Hm9,Hamstring motoneurons of lamina 9,120,MN
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.099,0.116,0.023,0.201,0.049,0.051,0.000,0.216,0.035,0.188,0.000,0.190,0.014,0.210,0.000,0.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.036,0.153,0.095,41,ICo9,Intercostal muscle motoneurons of lamina 9,120,MN
